chinese_,english
解锁BOSS,Boss Unlocked
解锁难度,Difficulty Unlocked
休息时间缩短,Rest Time Reduction
探索时间缩短,Quest Time Reduction
经验增加,EXP Bonus
正常,Normal
困难,Difficult
-0.1,-0.1
0.1,0.1
道具名字相关的翻译》↓,
新币,New Dollar
金条,Gold Bar
能量,Energy
图纸碎片,Blueprint Shard
铁,Iron
木,Wood
皮,Leather
化学药剂,Chemicals
钢,Steel
橡胶,Rubber
布料,Fabric
石油,Oil
电路元件,Circuit Element
玻璃,Glass
辐射血液,Radiation Blood
变异骨头,Variation Bone
工程塑料,Engineering Plastics
变异树脂,Variation Resin
中和溶液,Neutralizing Solution
高分子涂料,Polymer Coating
食人藤曼,Cannibal Vine
蓝晶石,Kyanite
碳纳米管,Carbon Nanotubes
超合金,Super Alloy
液态金属,Liquid Metal
艾德曼合金,Adamantium
坦桑原石,Tanzanite
薄膜面料,Film Material
强力黏液,Strong Mucus
复合纤维,Composite fiber
变异结核,Variation Core
能量晶体,Energon
单晶矿,Monocrystal
稀有结核,Rare Core
超级电池,Super Battery
变异鳞片,Rare Squama
催化剂,Catalyzer
高能聚合棒,Polymeric Energy Rod
转职证书,Transfer Certificate
护卫进阶凭证,Guard Advanced Certificate
突击手进阶凭证,Assaulter Advanced Certificate
指挥官进阶凭证,Commander Advanced Certificate
射手进阶凭证,Shooter Advanced Certificate
侦探进阶凭证,Detective Advanced Certificate
忍者进阶凭证,Ninja Advanced Certificate
医生进阶凭证,Doctor Advanced Certificate
教授进阶凭证,Professor Advanced Certificate
修士进阶凭证,Monk Advanced Certificate
优秀战士,Excellent Warrior
精英战士,Elite Warrior
稀有战士,Rare Warrior
传奇战士,Legendary Warrior
优秀猎人,Excellent Hunter
精英猎人,Elite Hunter
稀有猎人,Rare Hunter
传奇猎人,Legendary Hunter
优秀学者,Excellent Scholar
精英学者,Elite Scholar
稀有学者,Rare Scholar
传奇学者,Legendary Scholar
铁匠,Blacksmith
裁缝,Tailor
木匠,Carpenter
草药师,Herbalist
医疗师,Therapist
珠宝匠,Jeweler
教主,Hierarch
大师,Master
学士,Bachelor
变异鼠脊髓,Variation Myelon
变异蛇毒,Variation Venin
X-31型电池,X-31 Battery
便携交通工具,Portable Vehicle
轻型机动车,Light Motor Vehicle
大型机动车,Large Motor Vehicle
初级探测器,Primary Detector
中级探测器,Middle Detector
高级探测器,Advanced Detector
初级战斗辅助器,Primary Combat AIDS
中级战斗辅助器,Middle Combat AIDS
高级战斗辅助器,Advanced Combat AIDS
初级战斗手册,Primary Combat Manual
中级战斗手册,Middle Combat Manual
高级战斗手册,Advanced Combat Manual
维修工具,Repair Tool
幸运转盘,Fortune Wheel
恢复药水,Heal Potion
功能饮料,Power Drink
初级训练卡,Primary Training Card
中级训练卡,Middle Training Card
高级训练卡,Advanced Training Card
道具描述相关的翻译》↓,
游戏货币，用于建设城市，商店，购买装备材料,Game currency，used to build cities，shops，and purchase equipment materials
充值货币，可以用于开启宝箱，跳过等待时间,Recharge currency，used to open chests，and skip the waiting time
特色资源，可以进行砍价涨价，推荐商品,Special resources，you can surcharge，discount，or suggest goods
图纸碎片，可解锁更多装备图纸,Blueprint Shard，used to unlock more equipment blueprint
特殊材料，用于制作高阶装备,Special materials.
用于英雄的转职,Used for the transfer of heroes
以护卫为基础职业的英雄进阶所需之物,Items required for advancing hero with a guard-based class
以突击手为基础职业的英雄进阶所需之物,Items required for advancing hero with an assaulter-based class
以指挥官为基础职业的英雄进阶所需之物,Items required for advancing hero with a commander-based class
以射手为基础职业的英雄进阶所需之物,Items required for advancing hero with a shooter-based class
以侦探为基础职业的英雄进阶所需之物,Items required for advancing hero with a detective-based class
以忍者为基础职业的英雄进阶所需之物,Items required for advancing hero with a ninja-based class
以医生为基础职业的英雄进阶所需之物,Items required for advancing hero with a doctor-based class
以教授为基础职业的英雄进阶所需之物,Items required for advancing hero with a professor-based class
以修士为基础职业的英雄进阶所需之物,Items required for advancing hero with a monk-based class
可以获得1星战士,Can get 1 star warrior
可以获得2星战士,Can get 2 star warrior
可以获得3星战士,Can get 3 star warrior
可以获得4星战士,Can get 4 star warrior
可以获得1星猎人,Can get 1 star hunter
可以获得2星猎人,Can get 2 star hunter
可以获得3星猎人,Can get 3 star hunter
可以获得4星猎人,Can get 4 star hunter
可以获得1星学者,Can get 1 star scholar
可以获得2星学者,Can get 2 star scholar
可以获得3星学者,Can get 3 star scholar
可以获得4星学者,Can get 4 star scholar
探索以及休息时间减少20%,Quest and rest time reduction -20%
探索以及休息时间减少50%,Quest and rest time reduction -50%
探索以及休息时间减少80%,Quest and rest time reduction -80%
探索获得战利品增加50%,Quest loot +50%
探索获得战利品增加100%,Quest loot +100%
探索获得战利品增加150%,Quest loot +150%
探索中队伍攻击增加50%,On quest party ATK +50%
探索中队伍攻击增加100%,On quest party ATK +100%
探索中队伍攻击增加150%,On quest party ATK +150%
探索中队伍获得经验加50%,On quest party EXP Bonus +50%
探索中队伍获得经验加100%,On quest party EXP Bonus +100%
探索中队伍获得经验加200%,On quest party EXP Bonus +150%
修复装备所需工具,Tools required for repairing equipment
用于英雄群体休息加速,Used for heroes rest acceleration
用于单个英雄休息加速,Used for single hero rest acceleration
为英雄增加50点经验值,Hero EXP +50
为英雄增加100点经验值,Hero EXP +100
为英雄增加500点经验值,Hero EXP +500
砍刀的图纸,Machete Blueprint
拳刺的图纸,Knuckles Blueprint
铁斧的图纸,Iron Axe Blueprint
反曲刀的图纸,Kukri Blueprint
消防斧的图纸,Fireman Axe Blueprint
钢斧的图纸,Steel Axe Blueprint
合金斧的图纸,Alloy Axe Blueprint
锯齿刀的图纸,Sawblade Blueprint
斩马刀的图纸,Zenbato Blueprint
铝合金斧的图纸,Alufer Axe Blueprint
钛合金斧的图纸,Ti Alloy Axe Blueprint
长刀的图纸,Long Knife Blueprint
双刃战斧的图纸,Double-bit Blueprint
切割之刃的图纸,Cutting Edge Blueprint
粗壮树干的图纸,Sturdy Trunk Blueprint
铁丝球棍的图纸,Barb Wire Bat Blueprint
火把的图纸,Torch Blueprint Blueprint
灭火器的图纸,Annihilator Blueprint
石锤的图纸,Stone Hammer Blueprint
钢棍的图纸,Steel Stick Blueprint
警棍的图纸,Spontoon Blueprint
战锤的图纸,Warhammer Blueprint
页锤的图纸,Flanged Mace Blueprint
电击棍的图纸,Stun Baton Blueprint
碎骨锤的图纸,Basher Blueprint
雷神锤的图纸,Thor Hammer Blueprint
机械动力臂钉锤的图纸,Mech Hammer Blueprint
巨无霸喷气战锤的图纸,Jat Kittag Blueprint
简易弓的图纸,Simple Bow Blueprint
专家复合弓的图纸,Compound Bow Blueprint
竞技用反曲弓的图纸,Reflex Bow Blueprint
碳素蜘蛛弓的图纸,Spider Bow Blueprint
夜视复合弓的图纸,Night Bow Blueprint
散射合金弓的图纸,Scatter Bow Blueprint
切割者圆锯弓的图纸,Cutter Saw Bow Blueprint
毒瓶弓的图纸,Poison Bow Blueprint
穿墙者爆破弓的图纸,Blasting Bow Blueprint
电网发射弓的图纸,Grid Launcher Blueprint
响尾蛇热感弓的图纸,Thermal Bow Blueprint
粒子能量聚合弓的图纸,Particle Bow Blueprint
左轮手枪的图纸,Revolver Blueprint
勇者战争手枪的图纸,Brave Pistol Blueprint
Z5左轮手枪的图纸,Z5 Revolver Blueprint
幸运儿左轮手枪的图纸,Lucky Revolver Blueprint
废土之鹰的图纸,Waste Eagle Blueprint
暗杀者手枪的图纸,Assassin Blueprint
末世UZI的图纸,Apoc UZI Blueprint
M18手枪的图纸,M18 Pistol Blueprint
闪雷电浆冲锋枪的图纸,Flash Plasma Blueprint
小矮人射线手枪的图纸,Dwarf Ray Blueprint
溶解液短枪的图纸,Acid Shotgun Blueprint
冻结之星手枪的图纸,Frozen Star Blueprint
伽马射线手枪的图纸,Gamma Pistol Blueprint
蒙德拉贡步枪的图纸,Mondragon Blueprint
UZI冲锋枪的图纸,UZI SMG Blueprint
95式冲锋步枪的图纸,95 Rifle Blueprint
汤姆逊冲锋枪的图纸,Thomson SMG Blueprint
UMP9冲锋枪的图纸,UMP9 SMG Blueprint
AK47突击步枪的图纸,AK47 Rifle Blueprint
MP5冲锋枪的图纸,MP5 SMG Blueprint
M416突击步枪的图纸,M416 Rifle Blueprint
塔沃夫突击步枪的图纸,Tavor Blueprint
G36C突击枪的图纸,G36C Rifle Blueprint
电弧突击步枪的图纸,Arc Assault Blueprint
FAMAS突击枪的图纸,FAMAS Rifle Blueprint
电磁脉冲步枪的图纸,EMP Rifle Blueprint
粒子能量步枪的图纸,Particle Rifle Blueprint
雷明顿M870的图纸,Remington M870 Blueprint
雷托霰弹枪的图纸,Lead Shove Blueprint
590M霰弹枪的图纸,590M Shotgun Blueprint
KSG霰弹枪的图纸,KSG Shotgun Blueprint
红点霰弹的图纸,Reddot Shotgun Blueprint
爆裂的三管霰弹枪的图纸,Triple Threat Blueprint
聒噪之人连射霰弹枪的图纸,Assault Shotgun Blueprint
九头蛇多管霰弹枪的图纸,Hydra Shotgun Blueprint
冻结之星霰弹枪的图纸,Frozen Shotgun Blueprint
眼镜蛇生化霰弹枪的图纸,Cobra Shotgun Blueprint
雷神之怒电击霰弹枪的图纸,Wrath of Thor Blueprint
灵魂灼烧霰弹枪的图纸,Flame Shotgun Blueprint
电磁脉冲霰弹枪的图纸,EMP Shotgun Blueprint
粒子能量霰弹枪的图纸,Particle Shotgun Blueprint
M24狙击步枪的图纸,M24 Sniper Blueprint
AWM狙击步枪的图纸,AWM Sniper Blueprint
DSR狙击枪的图纸,DSR Sniper Blueprint
SVD狙击枪的图纸,SVD Sniper Blueprint
AS50狙击步枪的图纸,AS50 Sniper Blueprint
莫幸纳甘狙击枪的图纸,Mosin-Nagant Blueprint
R93狙击枪的图纸,R93 Sniper Blueprint
眼镜蛇生化狙击枪的图纸,Cobra Sniper Blueprint
暗杀者激光狙击枪的图纸,Laser Sniper Blueprint
灭世神迷你核弹狙击枪的图纸,MiniNuke Snipe Blueprint
