languages_game,languages_CN,languages_TC,languages_EN
店主升至15级,店主升至15级,店主升至15級,Shopkeeper reached lv15
升级店主到15级,升级店主到15级,升級店主到15級,Upgrade the shopkeeper to lv15
铁矿箱升至3级,铁矿箱升至3级,鐵礦箱升至3級,Upgrade Iron Bin to lv3
升级铁矿箱至3级-提升铁矿存储上限,升级铁矿箱至3级-提升铁矿存储上限,升級鐵礦箱至3級-提升鐵礦存儲上限,Upgrade Iron Bin to lv3-increase iron ore storage limit
皮革架升至3级,皮革架升至3级,皮革架升至3級,Upgrade Leather Bin to lv3
升级皮革架至3级-提升皮革存储上限,升级皮革架至3级-提升皮革存储上限,升級皮革架至3級-提升皮革存儲上限,Upgrade Leather Bin to lv3-increase wood storage limit
消耗1.6万新币改造皮革厂,消耗1.6万新币改造皮革厂,消耗1.6萬新幣改造皮革廠,Invested 16K new dollars to Tannery
改造皮革厂累计花费达到16000新币-加快皮革生产速度,改造皮革厂累计花费达到16000新币-加快皮革生产速度,改造皮革廠累計花費達到16000新幣-加快皮革生產速度,Tannery investment reached 16K new dollars - Leather production boost
消耗1.6万新币改造铁矿厂,消耗1.6万新币改造铁矿厂,消耗1.6萬新幣改造鐵礦廠,Invested 16K new dollars to Iron Mine
改造铁矿厂累计花费达到16000新币-加快铁矿生产速度,改造铁矿厂累计花费达到16000新币-加快铁矿生产速度,改造鐵礦廠累計花費達到16000新幣-加快鐵礦生產速度,Iron Mine investment reached 16K new dollars - Iron production boost
消耗1.6万新币改造伐木厂,消耗1.6万新币改造伐木厂,消耗1.6萬新幣改造伐木廠,Invested 16K new dollars to Sawmill
改造伐木厂累计花费达到16000新币-加快木材生产速度,改造伐木厂累计花费达到16000新币-加快木材生产速度,改造伐木廠累計花費達到16000新幣-加快木材生產速度,Sawmill investment reached 16K new dollars - Wood production boost
店主升至16级,店主升至16级,店主升至16級,Shopkeeper reached lv16
升级店主到16级,升级店主到16级,升級店主到16級,Upgrade the shopkeeper to lv16
购买2个铁矿箱,购买2个铁矿箱,購買2個鐵礦箱,Buy 2 Iron Bins
购买2个铁矿箱-提升铁矿存储上限,购买2个铁矿箱-提升铁矿存储上限,購買2個鐵礦箱-提升鐵礦存儲上限,Buy 2 Iron Bins- increase iron ore storage capacity
购买2个木材架,购买2个木材架,購買2個木材架,Buy 2 Wood Shelves
购买2个木材架-提升木材存储上限,购买2个木材架-提升木材存储上限,購買2個木材架-提升木材存儲上限,Buy 2 Wood Shelves -increase wood storage capacity
购买2个皮革架,购买2个皮革架,購買2個皮革架,Buy 2 Leather Shelves
购买2个皮革架-提升皮革存储上限,购买2个皮革架-提升皮革存储上限,購買2個皮革架-提升皮革存儲上限,Buy 2 Leather Shelves -increase leather storage capacity
购买2个冷兵器架,购买2个冷兵器架,購買2個冷兵器架,Buy 2 Weapon Shelves
购买2个冷兵器架-摆放更多冷兵器来增加客流量,购买2个冷兵器架-摆放更多冷兵器来增加客流量,購買2個冷兵器架-擺放更多冷兵器來增加客流量,Buy 2 Weapon Shelves - Display more Weapons to attract customers
购买2个防具架,购买2个防具架,購買2個防具架,Buy 2 Armor Shelves
购买2个防具架-摆放更多防具来增加客流量,购买2个防具架-摆放更多防具来增加客流量,購買2個防具架-擺放更多防具來增加客流量,Buy 2 Armor Shelves - Display more armor to attract customers
购买2个热武器架,购买2个热武器架,購買2個熱武器架,Buy 2 Firearms Shelves
购买2个热武器架-摆放更多枪械来增加客流量,购买2个热武器架-摆放更多枪械来增加客流量,購買2個熱武器架-擺放更多槍械來增加客流量,Buy 2 Firearms Shelves- Display more guns to attract customers
店主升至17级,店主升至17级,店主升至17級,Upgrade the shopkeeper to Lv.17
升级店主到17级,升级店主到17级,升級店主到17級,Upgrade the shopkeeper to Lv.17
招募4名英雄,招募4名英雄,招募4名英雄,Recruit 4 heroes
招募4名英雄为你工作-增加更多探索队伍,招募4名英雄为你工作-增加更多探索队伍,招募4名英雄為你工作-增加更多探索隊伍,Recruit 4 heroes - increase quest teams
一名英雄同时穿戴3件3阶装备,一名英雄同时穿戴3件3阶装备,一名英雄同時穿戴3件3階裝備,One hero get equipped with 3 pieces of Tier 3 equipment
任意一名英雄同时穿戴3×3阶装备,任意一名英雄同时穿戴3×3阶装备,任意一名英雄同時穿戴3×3階裝備,Any hero get equipped with 3× Tier 3 equipment
制作16×铁斧,制作16×铁斧,製作16×鐵斧,Craft 16× Iron Axe
探索1次简单难度的地铁站,探索1次简单难度的地铁站,探索1次簡單難度的地鐵站,Explore Metro Station (Easy ) 1 time
店主升至18级,店主升至18级,店主升至18級,Upgrade the shopkeeper to Lv.18
升级店主到18级,升级店主到18级,升級店主到18級,Upgrade the shopkeeper to Lv.18
制作7×消防斧,制作7×消防斧,製作7×消防斧,Craft 7× Fireman Axe
商店扩建到3级,商店扩建到3级,商店擴建到3級,Expand the shop to Lv.3
通过买卖赚取40万新币,通过买卖赚取40万新币,通過買賣賺取40萬新幣,Trade to earn 0.40 million new dollars
店主升至19级,店主升至19级,店主升至19級,Upgrade the shopkeeper to Lv.19
升级店主到19级,升级店主到19级,升級店主到19級,Upgrade the shopkeeper to Lv.19
成功转职1名护卫,成功转职1名护卫,成功轉職1名護衛,Transfer a hero to Guard
将1名武士转职为护卫,将1名武士转职为护卫,將1名武士轉職為護衛,Transfer a Warrior to a Guard
一名英雄同时穿戴6件3阶装备,一名英雄同时穿戴6件3阶装备,一名英雄同時穿戴6件3階裝備,One hero get equipped with 6* Tier 3 equipment
任意一名英雄同时穿戴6×2阶装备,任意一名英雄同时穿戴6×2阶装备,任意一名英雄同時穿戴6×2階裝備,Any hero get equipped with 6× Tier 2 equipment
招募工匠-劳伦斯,招募工匠-劳伦斯,招募工匠-勞倫斯,Hier the worker -Lawrence
招募工程师-劳伦斯,招募工程师-劳伦斯,招募工程師-勞倫斯,Hire Engineer-Lawrence
消耗5万新币改造铁矿厂,消耗5万新币改造铁矿厂,消耗5萬新幣改造鐵礦廠,Invested 50K new dollars to Iron Mine
改造铁矿厂累计花费达到50000新币-加快铁矿生产速度,改造铁矿厂累计花费达到50000新币-加快铁矿生产速度,改造鐵礦廠累計花費達到50000新幣-加快鐵礦生產速度,Iron Mine investment reached 50K new dollarse - Iron production boost
消耗5万新币改造皮革厂,消耗5万新币改造皮革厂,消耗5萬新幣改造皮革廠,Invested 50K new dollars to Tannery
改造皮革厂累计花费达到50000新币-加快皮革生产速度,改造皮革厂累计花费达到50000新币-加快皮革生产速度,改造皮革廠累計花費達到50000新幣-加快皮革生產速度,Tannery investment reached 50K new dollars - Leather production boost
消耗5万新币改造伐木厂,消耗5万新币改造伐木厂,消耗5萬新幣改造伐木廠,Invested 50K new dollars to Sawmill
改造伐木厂累计花费达到50000新币-加快木材生产速度,改造伐木厂累计花费达到50000新币-加快木材生产速度,改造伐木廠累計花費達到50000新幣-加快木材生產速度,Sawmill investment reached 50K new dollars - Wood production boost
购买1个化学药剂柜,购买1个化学药剂柜,購買1個化學藥劑櫃,Buy 1 Chemi Cabinet
店主升至20级,店主升至20级,店主升至20級,Upgrade the shopkeeper to Lv.20
升级店主到20级,升级店主到20级,升級店主到20級,Upgrade the shopkeeper to Lv.20
制作9×捕兽夹,制作9×捕兽夹,製作9×捕獸夾,Craft 9×Traps
制作9×战术远光手电,制作9×战术远光手电,製作9×戰術遠光手電,Craft 9×Flashlights
开启1×普通密码箱,开启1×普通密码箱,開啟1×普通密碼箱,Open 1× Normal lockbox
开启1个宝箱-普通密码箱,开启1个宝箱-普通密码箱,開啟1個寶箱-普通密碼箱,Open 1 normal lockbox
店主升至21级,店主升至21级,店主升至21級,Upgrade the shopkeeper to Lv.21
升级店主到21级,升级店主到21级,升級店主到21級,Upgrade the shopkeeper to Lv.21
制作7X弹射钩爪,制作7X弹射钩爪,製作7X彈射鉤爪,Craft 7× Catapult Hooks
制作7×弹射钩爪,制作7×弹射钩爪,製作7×彈射鉤爪,Craft 7× Catapult Hooks
制作7X丛林吹箭,制作7X丛林吹箭,製作7X叢林吹箭,Craft 7× Blow Guns
制作7×丛林吹箭,制作7×丛林吹箭,製作7×叢林吹箭,Craft 7×Blow Guns
化学药剂柜升至3级,化学药剂柜升至3级,化學藥劑櫃升至3級,Upgrade Chemi Cabinet to Lv.3
升级化学药剂柜至3级,升级化学药剂柜至3级,升級化學藥劑櫃至3級,Upgrade the Chemi Cabinet to Lv.3
店主升至22级,店主升至22级,店主升至22級,Upgrade the shopkeeper to Lv.22
升级店主到22级,升级店主到22级,升級店主到22級,Upgrade the shopkeeper to Lv.22
招募工匠-艾拉,招募工匠-艾拉,招募工匠-艾拉,Hire the Worker -Ella
招募化学专家-艾拉,招募化学专家-艾拉,招募化學專家-艾拉,Hire Chemistry -Ella
制作20×净水药片,制作20×净水药片,製作20×凈水藥片,Craft 20×Purify Pill
地铁站副本升到4级发现新材料,地铁站副本升到4级发现新材料,地鐵站副本升到4級發現新材料,Upgrade Metro Station to Lv4 to discover the new material
地铁站副本的探索等级提升到4级发现新的收集资源-高分子涂料,地铁站副本的探索等级提升到4级发现新的收集资源-高分子涂料,地鐵站副本的探索等級提升到4級發現新的收集資源-高分子塗料,Upgrade Metro Station exploration level to 4 to discover the new material -Polymer Paint
店主升至23级,店主升至23级,店主升至23級,Upgrade the shopkeeper to Lv.23
升级店主到23级,升级店主到23级,升級店主到23級,Upgrade the shopkeeper to Lv.23
制作20×马蜂窝,制作20×马蜂窝,製作20×馬蜂窩,Craft 20×Hornet's Nests
制作22×冲击手雷,制作22×冲击手雷,製作22×沖擊手雷,Craft 22×Impact Bombs
出售15×闪光弹,出售15×闪光弹,出售15×閃光彈,Sell 15×Flash Bombs
店主升至24级,店主升至24级,店主升至24級,Upgrade the shopkeeper to Lv.24
升级店主到24级,升级店主到24级,升級店主到24級,Upgrade the shopkeeper to Lv.24
制作32×UMP9冲锋枪,制作32×UMP9冲锋枪,製作32×UMP9沖鋒槍,Craft 32×UMP9
击杀困难模式头目-恶霸,击杀困难模式头目-恶霸,擊殺困難模式頭目-惡霸,Defeat the Boss （Hard）-Bully
击杀困难模式的街道废墟头目-恶霸,击杀困难模式的街道废墟头目-恶霸,擊殺困難模式的街道廢墟頭目-惡霸,Defeat the Boss -Bully in Street Ruins hard mode
通过买卖赚取100万新币,通过买卖赚取100万新币,通過買賣賺取100萬新幣,Sell items to earn 1 million new dollars
升级店主到25级,升级店主到25级,升級店主到25級,Upgrade the shopkeeper to Lv.25
普通装备,普通装备,普通裝備,Common Item
高级装备,高级装备,高級裝備,Superior Item
无暇装备,无暇装备,無暇裝備,Flawless Item
史诗装备,史诗装备,史詩裝備,Epic Item
传奇装备,传奇装备,傳奇裝備,Legend Item
制作按钮出来,制作按钮出来,製作按鈕出來,Show Craft Button
仓库按钮,仓库按钮,倉庫按鈕,Inventory Button
武器标签,武器标签,武器標簽,Weapon Tab
防具标签,防具标签,防具標簽,Armor Tab
其它标签,其它标签,其它標簽,Other Tab
推荐按钮,推荐按钮,推薦按鈕,Featured Button
闲聊按钮,闲聊按钮,閑聊按鈕,Small Talk Button
折扣按钮,折扣按钮,折扣按鈕,Discount Button
额外收费按钮,额外收费按钮,額外收費按鈕,Surcharge Button
拒绝按钮,拒绝按钮,拒絕按鈕,Refuse Button
等待按钮,等待按钮,等待按鈕,Wait Button
售卖按钮,售卖按钮,售賣按鈕,Sell Button
家具按钮,家具按钮,家具按鈕,Furniture Button
装修按钮,装修按钮,裝修按鈕,Decoration Button
选择编辑升级,选择编辑升级,選擇編輯升級,Select Edit to upgrade
选择编辑存放,选择编辑存放,選擇編輯存放,Select Edit to store
搜索按钮,搜索按钮,搜索按鈕,Search Button
冒险按钮,冒险按钮,冒險按鈕,Explore Button
签到按钮,签到按钮,簽到按鈕,Sign-in Button
角色栏,角色栏,角色欄,Chars Bar
体力栏,体力栏,體力欄,Energy Bar
金币栏,金币栏,金幣欄,New Dollar Bar
钻石栏,钻石栏,鉆石欄,Gold Bar
转盘按钮,转盘按钮,轉盤按鈕,Draw Button
公会等级,联盟等级,聯盟等級,Guild Level
